,group,varroa_count,sb,afb,nosema,abpv,bqcv,dwv,kv,vdv1
0,0.9659836517591885,0.06185595906893043,0.9873354540175925,0.15122047832521127,0.3279505848501608,0.0028612582738208885,0.006592321008660391,2.943954478667133e-06,6.085686474663174e-06,2.2479212624756888e-05
1,0.009614344686571808,26.510702271766174,0.11816545858283405,-0.0026139922072021733,0.05299628077726287,1.0433594149850656e-06,0.001592227540347538,0.32522225498714225,0.13040389536158842,0.1722086394770607
3,0.2411804214867034,5.896857488231749,1.0137603740486472,-0.06899495285404829,0.6121182504545106,2.3010883716793024e-06,0.0024056543286192127,0.1824940568437325,0.052268634198149526,0.06490456603274423
4,1.0790271541127507,1.983459027126577,0.7662560931339494,0.8948309864394464,0.08093956471276692,0.000319792594262437,5.53897396955837e-05,0.01898825810441225,0.0009531912611501061,0.0008899372000040897
6,-0.19848359138937743,4.274126755190803,0.9836446570954307,0.10612332827521258,0.5455741245868395,8.876177139398986e-05,0.001978843415786603,0.13715709469688678,0.0250491487806875,0.06329876152166206
9,0.09582981796393486,0.19565538162851667,0.12407691228873881,0.14514952755903146,0.10622753070984525,1.1392874970931636e-05,0.005490066812879153,0.004577336355704535,0.0037153060877515923,0.009441849837642319
11,0.007721006027881262,0.4854651742525734,0.12779148475771868,1.117552097494363,0.1506091270739631,0.0011251595063415131,0.011668000248262696,0.36167573767318767,0.14258260384170035,0.1424404330445842
12,-0.0886662647895233,6.162122532581286,1.0374927437952293,-0.142335528380208,0.9630797367475934,0.0001231246581226284,0.006832219429953852,0.0013485223020766356,0.00036029559897947296,3.3683329409683784e-05
14,0.9814414878884296,0.3273536217754053,0.08923659808304304,-0.23693899803539115,0.09943098208110815,0.0018123129489470448,0.001007098341772794,0.025883517959891657,0.020327760183764733,0.005732247969341656
15,0.0850773084253405,11.669550812570515,1.324252225053825,0.1307916829122553,0.42771501138100976,0.00017075097233646398,0.001465853325579302,0.04805637504999503,0.007719474093495829,0.06838218793311424
16,0.11511952883443512,21.90078177942039,0.7521199774132472,0.16813548473138035,0.6688314634824288,0.0004670589034605849,0.005431361330663189,0.21064634163819587,0.048261247669974014,0.14322999633832462
17,0.01618186727807508,9.174038516135086,1.150200345525736,1.1006962279274954,0.6809755601298648,5.087504279818083e-05,0.003865534714821066,0.16182536626435784,0.10736729414374883,0.23559468617616255
18,0.9115793339139227,0.14694354330973086,-0.18370835257784182,0.04155579418293773,0.28390901887207,9.545518147365976e-05,1.860387280394915e-05,0.0007575689783250816,0.0008027012892823195,0.0005276079808765108
19,-0.2925674493227554,39.01317197576446,0.00864595443622625,-0.013459882183493208,0.12390960028829287,8.630321387809656e-06,0.00572061701261139,0.042307588557927475,0.031467712818506084,0.13107672737967055
20,-0.5229017592063224,8.895554194556722,1.3038918994156905,0.0773635232753447,1.0076965882633349,0.0002720329838849246,0.002843821556539472,0.3698658897240594,0.09565919335675245,0.04338756780263381
21,-0.29753766573332213,5.291152767127047,1.1108863804830638,0.1679934192318702,0.4755143855860706,0.000724307098542994,0.00023688076200464793,0.01142682354502349,0.010352850244639125,0.0009112679013598119
22,-0.27288283955372333,12.489396053883379,1.1887896488709058,-0.01936917832015807,0.5004826449879058,7.318074521913089e-09,0.017433603456738,0.3748505741857703,0.10156856498716374,0.23459562392362557
23,1.3436028014594863,0.4608687308274567,-0.20602213632573693,0.016164170349047376,0.1967583640487728,4.660785583742951e-08,0.00912650988369051,0.025455469673560695,0.01366640878623171,0.0439536313272183
25,0.9323588757381231,4.263330898815974,1.014008228629802,0.12083638389082933,0.6013868440826327,0.00012822932575526385,0.023425771048643247,4.769153021188842e-06,0.00018867939147995474,0.00028973057706918457
26,1.061737325108434,10.606754637775225,0.8256846983661832,-0.06958990234434498,0.07968577906247068,2.5364626315264846e-07,0.0027458775255123557,0.18175614883085536,0.0889115519503355,0.41971745674771305
27,0.06738512162239216,10.084281981986347,0.22192948116005345,-0.18186812582618042,0.06442746982955144,0.0003037021286111629,0.00031700426145908525,0.10475852387135903,0.07617229835353742,0.25105510254646396
29,-0.6113143047885397,1.8532629438071775,-0.027972985510501668,0.8164031593125933,0.43748150001979025,2.600597735892251e-09,0.029141357383562796,0.4206965850348004,0.1845385124506571,0.34833211787433277
30,-0.06665322225505248,19.038901750493217,0.7330997086402007,-0.12983620899233167,0.2093544177361922,1.0390747551889388e-08,0.019047771116308603,0.26119581512131407,0.06221483585067136,0.26449732865571157
31,1.0463411827853037,8.811429375323677,0.8915438136877789,0.043888743541760006,0.05953154464618332,0.000497410442559789,0.0015557254329385277,0.01316615101004054,0.007329035257473945,0.008779165480723862
32,-0.0643049584612332,8.19075805097703,1.0731259086848886,-0.025347977286110487,0.17046164240401845,0.00048792184917522286,0.008527995698521536,0.005914177753639365,0.005670859711107988,0.01517424068578063
36,-0.1569770178838005,1.1554407396723085,0.7926227920271324,-0.05358445533036664,0.5165011677032897,0.0020516531103219183,0.0016621216496016345,0.03252037440039384,0.009828248063361656,0.03052562857032427
38,0.0032037296869618166,16.59529054334394,1.3216152977561115,1.0854432657704396,0.7873024636934951,1.0635883029251847e-05,0.0014717924811686303,0.420276509324483,0.170890990447046,0.4503802425117943
39,-0.20342398779121404,45.089600785553564,1.0201635994169405,0.16376082943922982,0.8935377205440023,0.0002844846342064323,2.918697931122892e-05,0.050407775088355235,0.0248299970463671,0.020598511937163732
40,0.15157662618583498,11.903993198044681,0.9871204329319146,0.08686987344139162,0.4908907597652759,3.060897770900046e-10,0.007846722449396833,0.16696135276020696,0.02081770732809051,0.21159554795792132
42,0.07843398621464807,11.88956573643807,0.8189889522191542,0.08502762725263426,0.3088870749742063,0.00029305915130908215,0.019204110099940545,0.15075046742651269,0.04661424222870849,0.03206718376504525
44,0.08854501426478352,70.6734141150815,1.042321322529225,-0.13557223906367283,0.8556525272232912,4.127255862370528e-05,0.006288633243706358,0.005129013252924696,0.0014808811386679565,0.005853552927910659
45,-0.044480223096131505,9.083163846312745,0.18317059622158888,-0.0669179517857383,0.7057850921333901,5.714994012235575e-10,6.523699046394834e-06,0.0074957423461657425,0.0002652221816858701,0.00769903636274438
46,0.21860240856594762,8.017855132833729,0.18334098045524197,-0.05900734583326878,0.709160920561605,0.00017525496069650253,0.003756951636897549,0.0880559976797048,0.010008134035791337,0.05152161785362865
47,0.6736466049924432,24.400956063992634,0.7521929766108997,1.0010451129182905,0.19821838801120165,0.00303533394174651,1.0353078072947511e-05,0.0017621767700660626,0.002672457057630717,0.00020533060534783855
49,0.7230089430452951,58.69392046043866,1.1513354557317645,0.026868681963674708,0.7624296836036701,0.0003760402303068321,0.00045326761704087584,0.22629303142568424,0.04750051057760497,0.18836287068368013
50,-0.24327988325597574,4.176676921779483,0.7744126627624013,0.12831891390100272,0.12636330429666645,3.9949460481272606e-07,0.015832966397075734,0.010549592855762733,0.024497442559344162,0.06678846831276218
51,0.9889324171605691,1.0213200508867613,0.0431887100317709,-0.20493633799272884,0.5078367427056625,1.7795964894340372e-06,0.0037412651783945644,0.011754869117051685,0.007870994053505286,0.04003365361107945
53,-0.217950543023041,57.40951079060451,1.480679974419628,0.1790061486418429,0.4454667061659391,0.0002165734553269101,0.0023982486542343945,0.04430235210662737,0.011273951437344052,0.013985839871849214
54,0.14224711140849058,2.3176021760298986,1.12059977662963,1.114769996464732,0.19849423546691009,0.0016499476537303638,0.029462158416614117,0.2143894624326644,0.053000570826499116,0.13062998480476548
56,-0.15726382330911312,14.14528207554833,0.14481790427498975,0.908450672175567,0.3199224610569383,6.540522976715577e-05,5.372719047874717e-06,0.0890144340580529,0.02809738226060657,0.0257375757472578
60,0.37285630678668,0.32086792725207597,0.01686423146484609,0.14543581432675304,0.21822164483582301,0.0006262191805394849,0.015935753172137752,0.0005723836620002603,0.0033882505393923678,0.005146780128675642
62,-0.03433049694435506,35.635156496055835,0.5587276354553019,0.7402367918160582,0.8921479439163079,7.36034389624876e-05,0.0003689030776162804,0.0010650700947175483,0.00023375990843265912,0.029046350231373235
63,0.02938801504244769,4.488848889289711,0.11896412108103141,0.21887397049017238,0.6396719297086504,1.3524613770068062e-07,0.001966857733857357,0.25154618040718824,0.08225172378327728,0.038818036502697946
64,0.13520626190118537,3.1548266288078195,0.7993035422790531,-0.04302969295349824,0.628922244103937,0.00031271570708204404,0.0007244889066349354,0.07869565924453063,0.001106506861123911,0.022471809149357744
65,0.13626962857128655,15.45510114151391,0.9359977514428637,0.06952921505103962,0.3648343212684218,0.0009232422518083518,0.000892189653764097,0.07473586183859382,0.07054882520924331,0.04876872196617621
66,0.07882125556381878,3.9914178059104195,1.1002049710107822,0.12557246442787426,0.45286361554947874,2.1576465625377334e-07,0.004815407436472324,0.13665881904264898,0.02563969189425726,0.08472844858016573
68,-0.30994000359545765,27.96538838254006,1.1525427660354388,0.12256627639767391,0.7362013308680089,3.4563261578596645e-06,0.017745798805956073,0.37582861164575737,0.10468958541955366,0.06817416044752053
69,0.0011519087184981677,6.198206862898214,0.9559740897670961,1.1030423585596956,0.7064192215213039,0.000840694712329504,0.00873041428918212,0.1556712784676991,0.034885184584998966,0.1757403134651062
70,-0.13392543045229807,13.554786198253357,1.1658730453308588,0.10034818228958432,0.17664220720033852,0.00025878921126665266,7.715447928956122e-05,0.11680975111609068,0.06269596339663035,0.013346483907003596
71,1.178384153595384,16.098295859218172,-0.13682855151737763,-0.08865049663344839,0.1241896854510719,0.0003869626056984279,0.0038865340917735246,0.0011124427548292975,0.0008901885115176432,0.0059040309903622915
73,-0.02641321947698727,13.284689615454207,1.2565900421790042,0.09900301748430687,0.2862595410819608,0.002371062292880271,0.01890576380551922,0.0002075903460108153,0.00012500707443127438,0.0011091101248050348
74,0.1336579987082714,0.2618467429041003,0.005817227200387005,-0.2280714230747069,0.10337135099495892,1.6596048726728434e-17,0.0006715585339035386,0.019107223674924644,0.0008491868898565494,0.012345601488245256
75,0.28786531706289264,1.3614022354092212,1.0406969299083006,1.0843092721075551,0.3442188239238846,7.065861015883118e-05,0.0047823511605919605,0.02935045123724374,0.008952357197877696,0.011955879781045748
